dataset_index,source_id,beat_index,group,target_count,pred_count,tp,fp,fn,precision,recall,f1,mean_abs_error_sec
0,drummer1/eval_session/1,0,kick,3,13,3,10,0,0.23076923076923078,1.0,0.375,0.005729519924598037
0,drummer1/eval_session/1,0,snare,5,13,5,8,0,0.38461538461538464,1.0,0.5555555555555556,0.004308529202900235
0,drummer1/eval_session/1,0,tom,0,14,0,14,0,0.0,1.0,0.0,
0,drummer1/eval_session/1,0,hihat,7,12,7,5,0,0.5833333333333334,1.0,0.7368421052631579,0.013044671900727334
0,drummer1/eval_session/1,0,cymbal,9,11,8,3,1,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.018793607277673156
1,drummer1/eval_session/1,4,kick,4,15,4,11,0,0.26666666666666666,1.0,0.4210526315789474,0.0026712404807095694
1,drummer1/eval_session/1,4,snare,7,15,6,9,1,0.4,0.8571428571428571,0.5454545454545455,0.011458837334981755
1,drummer1/eval_session/1,4,tom,0,14,0,14,0,0.0,1.0,0.0,
1,drummer1/eval_session/1,4,hihat,8,12,7,5,1,0.5833333333333334,0.875,0.7000000000000001,0.0055076236212411745
1,drummer1/eval_session/1,4,cymbal,8,12,8,4,0,0.6666666666666666,1.0,0.8,0.020362838217661283
2,drummer1/eval_session/1,8,kick,3,13,3,10,0,0.23076923076923078,1.0,0.375,0.0038675629071052453
2,drummer1/eval_session/1,8,snare,5,13,5,8,0,0.38461538461538464,1.0,0.5555555555555556,0.006110427284068377
2,drummer1/eval_session/1,8,tom,0,13,0,13,0,0.0,1.0,0.0,
2,drummer1/eval_session/1,8,hihat,8,9,7,2,1,0.7777777777777778,0.875,0.823529411764706,0.008876491075084167
2,drummer1/eval_session/1,8,cymbal,8,10,8,2,0,0.8,1.0,0.888888888888889,0.016417260094505653
3,drummer1/eval_session/1,16,kick,4,15,4,11,0,0.26666666666666666,1.0,0.4210526315789474,0.004158773077799684
3,drummer1/eval_session/1,16,snare,9,13,7,6,2,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.007392926445121646
3,drummer1/eval_session/1,16,tom,0,14,0,14,0,0.0,1.0,0.0,
3,drummer1/eval_session/1,16,hihat,8,11,5,6,3,0.45454545454545453,0.625,0.5263157894736842,0.005838541910221251
3,drummer1/eval_session/1,16,cymbal,8,11,7,4,1,0.6363636363636364,0.875,0.7368421052631579,0.02241207534706163
4,drummer1/eval_session/1,20,kick,4,15,4,11,0,0.26666666666666666,1.0,0.4210526315789474,0.0028775376130884237
4,drummer1/eval_session/1,20,snare,7,11,5,6,2,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.0035147623556271435
4,drummer1/eval_session/1,20,tom,0,15,0,15,0,0.0,1.0,0.0,
4,drummer1/eval_session/1,20,hihat,8,10,7,3,1,0.7,0.875,0.7777777777777777,0.010939370255119643
4,drummer1/eval_session/1,20,cymbal,8,11,8,3,0,0.7272727272727273,1.0,0.8421052631578948,0.018692795122887018
5,drummer1/eval_session/1,24,kick,3,12,3,9,0,0.25,1.0,0.4,0.0013129174219091181
5,drummer1/eval_session/1,24,snare,4,10,3,7,1,0.3,0.75,0.4285714285714285,0.004702721558460576
5,drummer1/eval_session/1,24,tom,0,12,0,12,0,0.0,1.0,0.0,
5,drummer1/eval_session/1,24,hihat,8,9,7,2,1,0.7777777777777778,0.875,0.823529411764706,0.00809532159252153
5,drummer1/eval_session/1,24,cymbal,8,10,8,2,0,0.8,1.0,0.888888888888889,0.016686163745227106
6,drummer1/eval_session/1,32,kick,4,18,4,14,0,0.2222222222222222,1.0,0.3636363636363636,0.005584786237041136
6,drummer1/eval_session/1,32,snare,8,14,7,7,1,0.5,0.875,0.6363636363636364,0.0048630566517048595
6,drummer1/eval_session/1,32,tom,0,12,0,12,0,0.0,1.0,0.0,
6,drummer1/eval_session/1,32,hihat,8,11,8,3,0,0.7272727272727273,1.0,0.8421052631578948,0.00768661496286489
6,drummer1/eval_session/1,32,cymbal,8,11,7,4,1,0.6363636363636364,0.875,0.7368421052631579,0.02620371476786015
7,drummer1/eval_session/1,36,kick,4,16,3,13,1,0.1875,0.75,0.3,0.004146658962906437
7,drummer1/eval_session/1,36,snare,8,11,6,5,2,0.5454545454545454,0.75,0.631578947368421,0.007086911220849655
7,drummer1/eval_session/1,36,tom,0,12,0,12,0,0.0,1.0,0.0,
7,drummer1/eval_session/1,36,hihat,8,11,6,5,2,0.5454545454545454,0.75,0.631578947368421,0.011094461713473341
7,drummer1/eval_session/1,36,cymbal,8,10,6,4,2,0.6,0.75,0.6666666666666665,0.010187487269970633
8,drummer1/eval_session/1,40,kick,2,14,2,12,0,0.14285714285714285,1.0,0.25,0.00603630400771725
8,drummer1/eval_session/1,40,snare,4,13,4,9,0,0.3076923076923077,1.0,0.47058823529411764,0.0046258703076920565
8,drummer1/eval_session/1,40,tom,0,11,0,11,0,0.0,1.0,0.0,
8,drummer1/eval_session/1,40,hihat,8,8,7,1,1,0.875,0.875,0.875,0.017026879435069083
8,drummer1/eval_session/1,40,cymbal,8,8,7,1,1,0.875,0.875,0.875,0.015363182000716898
9,drummer1/eval_session/1,48,kick,4,18,4,14,0,0.2222222222222222,1.0,0.3636363636363636,0.004158756313993376
9,drummer1/eval_session/1,48,snare,9,12,7,5,2,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.0038023852454368706
9,drummer1/eval_session/1,48,tom,0,18,0,18,0,0.0,1.0,0.0,
9,drummer1/eval_session/1,48,hihat,7,10,6,4,1,0.6,0.8571428571428571,0.7058823529411764,0.009714272064822052
9,drummer1/eval_session/1,48,cymbal,8,10,6,4,2,0.6,0.75,0.6666666666666665,0.011971311128627178
10,drummer1/eval_session/1,52,kick,4,15,4,11,0,0.26666666666666666,1.0,0.4210526315789474,0.0018775299985950259
10,drummer1/eval_session/1,52,snare,8,13,6,7,2,0.46153846153846156,0.75,0.5714285714285714,0.011233514354072188
10,drummer1/eval_session/1,52,tom,0,14,0,14,0,0.0,1.0,0.0,
10,drummer1/eval_session/1,52,hihat,7,13,7,6,0,0.5384615384615384,1.0,0.7000000000000001,0.01037570600413876
10,drummer1/eval_session/1,52,cymbal,8,13,7,6,1,0.5384615384615384,0.875,0.6666666666666667,0.006791738187529146
11,drummer1/eval_session/1,56,kick,3,17,3,14,0,0.17647058823529413,1.0,0.3,0.005422532957839887
11,drummer1/eval_session/1,56,snare,4,12,4,8,0,0.3333333333333333,1.0,0.5,0.006494388941869697
11,drummer1/eval_session/1,56,tom,0,13,0,13,0,0.0,1.0,0.0,
11,drummer1/eval_session/1,56,hihat,6,8,6,2,0,0.75,1.0,0.8571428571428571,0.02021917335931229
11,drummer1/eval_session/1,56,cymbal,8,8,7,1,1,0.875,0.875,0.875,0.01573246984930534
12,drummer1/eval_session/10,0,kick,3,11,2,9,1,0.18181818181818182,0.6666666666666666,0.28571428571428575,0.009406094199675863
12,drummer1/eval_session/10,0,snare,5,11,2,9,3,0.18181818181818182,0.4,0.25000000000000006,0.008906426543281165
12,drummer1/eval_session/10,0,tom,0,17,0,17,0,0.0,1.0,0.0,
12,drummer1/eval_session/10,0,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.009707328618462942
12,drummer1/eval_session/10,0,cymbal,0,9,0,9,0,0.0,1.0,0.0,
13,drummer1/eval_session/10,4,kick,3,13,3,10,0,0.23076923076923078,1.0,0.375,0.007342454436110524
13,drummer1/eval_session/10,4,snare,2,9,2,7,0,0.2222222222222222,1.0,0.3636363636363636,0.0071973335094192015
13,drummer1/eval_session/10,4,tom,0,13,0,13,0,0.0,1.0,0.0,
13,drummer1/eval_session/10,4,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.008888951324754247
13,drummer1/eval_session/10,4,cymbal,0,9,0,9,0,0.0,1.0,0.0,
14,drummer1/eval_session/10,8,kick,3,13,3,10,0,0.23076923076923078,1.0,0.375,0.005325885524611371
14,drummer1/eval_session/10,8,snare,6,14,3,11,3,0.21428571428571427,0.5,0.3,0.0076024901119039106
14,drummer1/eval_session/10,8,tom,0,13,0,13,0,0.0,1.0,0.0,
14,drummer1/eval_session/10,8,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.0065045852395082615
14,drummer1/eval_session/10,8,cymbal,0,9,0,9,0,0.0,1.0,0.0,
15,drummer1/eval_session/10,12,kick,3,14,3,11,0,0.21428571428571427,1.0,0.35294117647058826,0.0031125889913386044
15,drummer1/eval_session/10,12,snare,4,12,4,8,0,0.3333333333333333,1.0,0.5,0.005145160836968005
15,drummer1/eval_session/10,12,tom,0,15,0,15,0,0.0,1.0,0.0,
15,drummer1/eval_session/10,12,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.004867342574597939
15,drummer1/eval_session/10,12,cymbal,0,9,0,9,0,0.0,1.0,0.0,
16,drummer1/eval_session/10,16,kick,3,12,3,9,0,0.25,1.0,0.4,0.006542852551705172
16,drummer1/eval_session/10,16,snare,4,14,4,10,0,0.2857142857142857,1.0,0.4444444444444445,0.0070195713051321995
16,drummer1/eval_session/10,16,tom,0,17,0,17,0,0.0,1.0,0.0,
16,drummer1/eval_session/10,16,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.013380064237989486
16,drummer1/eval_session/10,16,cymbal,0,9,0,9,0,0.0,1.0,0.0,
17,drummer1/eval_session/10,20,kick,3,13,3,10,0,0.23076923076923078,1.0,0.375,0.005407485844636427
17,drummer1/eval_session/10,20,snare,4,9,3,6,1,0.3333333333333333,0.75,0.46153846153846156,0.012279736246021042
17,drummer1/eval_session/10,20,tom,0,15,0,15,0,0.0,1.0,0.0,
17,drummer1/eval_session/10,20,hihat,8,8,8,0,0,1.0,1.0,1.0,0.005894587999843314
17,drummer1/eval_session/10,20,cymbal,0,9,0,9,0,0.0,1.0,0.0,
18,drummer1/eval_session/10,24,kick,4,12,3,9,1,0.25,0.75,0.375,0.005797490308670793
18,drummer1/eval_session/10,24,snare,4,12,2,10,2,0.16666666666666666,0.5,0.25,0.002879905616885614
18,drummer1/eval_session/10,24,tom,0,12,0,12,0,0.0,1.0,0.0,
18,drummer1/eval_session/10,24,hihat,8,8,8,0,0,1.0,1.0,1.0,0.00524149726360377
18,drummer1/eval_session/10,24,cymbal,0,9,0,9,0,0.0,1.0,0.0,
19,drummer1/eval_session/10,28,kick,2,14,2,12,0,0.14285714285714285,1.0,0.25,0.007111236519283692
19,drummer1/eval_session/10,28,snare,3,14,3,11,0,0.21428571428571427,1.0,0.35294117647058826,0.00483902070527716
19,drummer1/eval_session/10,28,tom,0,16,0,16,0,0.0,1.0,0.0,
19,drummer1/eval_session/10,28,hihat,8,8,8,0,0,1.0,1.0,1.0,0.0036179457281350674
19,drummer1/eval_session/10,28,cymbal,0,8,0,8,0,0.0,1.0,0.0,
20,drummer1/eval_session/10,32,kick,3,15,3,12,0,0.2,1.0,0.33333333333333337,0.0036024680358336413
20,drummer1/eval_session/10,32,snare,4,11,3,8,1,0.2727272727272727,0.75,0.39999999999999997,0.003862493467078639
20,drummer1/eval_session/10,32,tom,0,14,0,14,0,0.0,1.0,0.0,
20,drummer1/eval_session/10,32,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.005673511224627823
20,drummer1/eval_session/10,32,cymbal,0,9,0,9,0,0.0,1.0,0.0,
21,drummer1/eval_session/10,36,kick,3,13,3,10,0,0.23076923076923078,1.0,0.375,0.0064709249083642825
21,drummer1/eval_session/10,36,snare,5,14,4,10,1,0.2857142857142857,0.8,0.4210526315789473,0.015912798740425893
21,drummer1/eval_session/10,36,tom,0,15,0,15,0,0.0,1.0,0.0,
21,drummer1/eval_session/10,36,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.008481206553534092
21,drummer1/eval_session/10,36,cymbal,0,9,0,9,0,0.0,1.0,0.0,
22,drummer1/eval_session/10,40,kick,3,13,3,10,0,0.23076923076923078,1.0,0.375,0.0049967169756870485
22,drummer1/eval_session/10,40,snare,5,12,2,10,3,0.16666666666666666,0.4,0.23529411764705882,0.007681479886545883
22,drummer1/eval_session/10,40,tom,0,15,0,15,0,0.0,1.0,0.0,
22,drummer1/eval_session/10,40,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.008334991407206874
22,drummer1/eval_session/10,40,cymbal,0,9,0,9,0,0.0,1.0,0.0,
23,drummer1/eval_session/10,44,kick,3,14,3,11,0,0.21428571428571427,1.0,0.35294117647058826,0.006057464827615158
23,drummer1/eval_session/10,44,snare,4,12,4,8,0,0.3333333333333333,1.0,0.5,0.0021973078794219614
23,drummer1/eval_session/10,44,tom,0,14,0,14,0,0.0,1.0,0.0,
23,drummer1/eval_session/10,44,hihat,9,9,8,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.008852626181602541
23,drummer1/eval_session/10,44,cymbal,0,10,0,10,0,0.0,1.0,0.0,
24,drummer1/eval_session/10,48,kick,3,14,3,11,0,0.21428571428571427,1.0,0.35294117647058826,0.0037128283598727705
24,drummer1/eval_session/10,48,snare,5,14,2,12,3,0.14285714285714285,0.4,0.21052631578947364,0.009282853876382002
24,drummer1/eval_session/10,48,tom,0,14,0,14,0,0.0,1.0,0.0,
24,drummer1/eval_session/10,48,hihat,8,8,8,0,0,1.0,1.0,1.0,0.005908940780607972
24,drummer1/eval_session/10,48,cymbal,0,9,0,9,0,0.0,1.0,0.0,
25,drummer1/eval_session/10,52,kick,3,12,3,9,0,0.25,1.0,0.4,0.0016337118104370382
25,drummer1/eval_session/10,52,snare,4,14,3,11,1,0.21428571428571427,0.75,0.3333333333333333,0.004546143349065816
25,drummer1/eval_session/10,52,tom,0,16,0,16,0,0.0,1.0,0.0,
25,drummer1/eval_session/10,52,hihat,8,8,8,0,0,1.0,1.0,1.0,0.006864895130383049
25,drummer1/eval_session/10,52,cymbal,0,9,0,9,0,0.0,1.0,0.0,
26,drummer1/eval_session/10,56,kick,3,12,3,9,0,0.25,1.0,0.4,0.003000760353082359
26,drummer1/eval_session/10,56,snare,4,14,3,11,1,0.21428571428571427,0.75,0.3333333333333333,0.004578969507440818
26,drummer1/eval_session/10,56,tom,0,14,0,14,0,0.0,1.0,0.0,
26,drummer1/eval_session/10,56,hihat,8,8,8,0,0,1.0,1.0,1.0,0.007727910880012042
26,drummer1/eval_session/10,56,cymbal,0,9,0,9,0,0.0,1.0,0.0,
27,drummer1/eval_session/10,60,kick,1,16,1,15,0,0.0625,1.0,0.11764705882352941,0.0005850351013902098
27,drummer1/eval_session/10,60,snare,3,17,2,15,1,0.11764705882352941,0.6666666666666666,0.2,0.008176950856941867
27,drummer1/eval_session/10,60,tom,5,13,5,8,0,0.38461538461538464,1.0,0.5555555555555556,0.0034348864933800628
27,drummer1/eval_session/10,60,hihat,8,11,7,4,1,0.6363636363636364,0.875,0.7368421052631579,0.00809265232364706
27,drummer1/eval_session/10,60,cymbal,0,11,0,11,0,0.0,1.0,0.0,
28,drummer1/eval_session/2,0,kick,5,13,5,8,0,0.38461538461538464,1.0,0.5555555555555556,0.00812069820884676
28,drummer1/eval_session/2,0,snare,1,12,1,11,0,0.08333333333333333,1.0,0.15384615384615385,0.011696194715780983
28,drummer1/eval_session/2,0,tom,0,15,0,15,0,0.0,1.0,0.0,
28,drummer1/eval_session/2,0,hihat,7,10,7,3,0,0.7,1.0,0.8235294117647058,0.010234593777622595
28,drummer1/eval_session/2,0,cymbal,0,10,0,10,0,0.0,1.0,0.0,
29,drummer1/eval_session/2,4,kick,5,16,5,11,0,0.3125,1.0,0.47619047619047616,0.0023248528807070954
29,drummer1/eval_session/2,4,snare,9,18,8,10,1,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.010672554113350968
29,drummer1/eval_session/2,4,tom,0,17,0,17,0,0.0,1.0,0.0,
29,drummer1/eval_session/2,4,hihat,9,13,9,4,0,0.6923076923076923,1.0,0.8181818181818181,0.007467937389025921
29,drummer1/eval_session/2,4,cymbal,0,13,0,13,0,0.0,1.0,0.0,
30,drummer1/eval_session/2,8,kick,5,21,5,16,0,0.23809523809523808,1.0,0.3846153846153846,0.002270361351047745
30,drummer1/eval_session/2,8,snare,10,18,5,13,5,0.2777777777777778,0.5,0.35714285714285715,0.013083936943218554
30,drummer1/eval_session/2,8,tom,0,20,0,20,0,0.0,1.0,0.0,
30,drummer1/eval_session/2,8,hihat,9,13,9,4,0,0.6923076923076923,1.0,0.8181818181818181,0.00529653524683819
30,drummer1/eval_session/2,8,cymbal,0,15,0,15,0,0.0,1.0,0.0,
