dataset_index,source_id,beat_index,group,target_count,pred_count,tp,fp,fn,precision,recall,f1,mean_abs_error_sec
0,drummer1/eval_session/1,0,kick,3,14,3,11,0,0.21428571428571427,1.0,0.35294117647058826,0.005729519924598037
0,drummer1/eval_session/1,0,snare,5,14,5,9,0,0.35714285714285715,1.0,0.5263157894736842,0.005118347055517347
0,drummer1/eval_session/1,0,tom,0,13,0,13,0,0.0,1.0,0.0,
0,drummer1/eval_session/1,0,hihat,7,11,7,4,0,0.6363636363636364,1.0,0.7777777777777778,0.013103467074651614
0,drummer1/eval_session/1,0,cymbal,9,12,9,3,0,0.75,1.0,0.8571428571428571,0.019463023993414937
1,drummer1/eval_session/1,4,kick,4,13,4,9,0,0.3076923076923077,1.0,0.47058823529411764,0.0012313025734279287
1,drummer1/eval_session/1,4,snare,7,14,5,9,2,0.35714285714285715,0.7142857142857143,0.4761904761904762,0.002934293530154941
1,drummer1/eval_session/1,4,tom,0,12,0,12,0,0.0,1.0,0.0,
1,drummer1/eval_session/1,4,hihat,8,10,7,3,1,0.7,0.875,0.7777777777777777,0.005932610841063117
1,drummer1/eval_session/1,4,cymbal,8,10,8,2,0,0.8,1.0,0.888888888888889,0.02593086495170847
2,drummer1/eval_session/1,8,kick,3,15,3,12,0,0.2,1.0,0.33333333333333337,0.0038675629071052453
2,drummer1/eval_session/1,8,snare,5,13,5,8,0,0.38461538461538464,1.0,0.5555555555555556,0.006110427284068377
2,drummer1/eval_session/1,8,tom,0,14,0,14,0,0.0,1.0,0.0,
2,drummer1/eval_session/1,8,hihat,8,10,8,2,0,0.8,1.0,0.888888888888889,0.011449500962483618
2,drummer1/eval_session/1,8,cymbal,8,10,8,2,0,0.8,1.0,0.888888888888889,0.012351017868919251
3,drummer1/eval_session/1,16,kick,4,15,4,11,0,0.26666666666666666,1.0,0.4210526315789474,0.0027075259122667753
3,drummer1/eval_session/1,16,snare,9,11,6,5,3,0.5454545454545454,0.6666666666666666,0.6,0.004464077954479735
