epoch,train_loss,train_diffusion_loss,train_audio_wave_l1,train_audio_mrstft,train_x0,train_x0_loss,train_timbre_proj_mse,train_quant_embed_mse,train_rvq_ce,train_onset_weighted_x0,train_steps,train_batches_per_epoch,train_valid_tokens_seen,train_audio_seconds_seen,train_elapsed_sec,train_steps_per_sec,train_tokens_per_sec,train_audio_seconds_per_sec,train_peak_gpu_mem_allocated_mb,train_peak_gpu_mem_reserved_mb,val_loss,val_diffusion_loss,val_audio_wave_l1,val_audio_mrstft,val_x0,val_x0_loss,val_timbre_proj_mse,val_quant_embed_mse,val_rvq_ce,val_onset_weighted_x0,val_steps,val_valid_tokens_seen,val_audio_seconds_seen,val_elapsed_sec,val_steps_per_sec,val_tokens_per_sec,val_audio_seconds_per_sec,val_peak_gpu_mem_allocated_mb,val_peak_gpu_mem_reserved_mb,best_val_loss,checkpoint_metric_name,checkpoint_metric_value,best_checkpoint_metric_value,best_checkpoint_epoch,global_step,checkpoint_improved
0,0.9561398801643043,0.4887543840450841,0.0,0.0,0.48921252537860754,0.0,0.0,0.0,4.673854878516877,0.0,2881,2881,1835541,21312.51006603241,396.64936122798827,7.263342089044846,4627.616175448617,53.731361119682454,6150.68408203125,9316.0,0.9007433292766412,0.470189937458296,0.0,0.0,0.4268653139115486,0.0,0.0,0.0,4.305533854135622,0.0,384,274276,3184.7999968528748,23.24123424408026,16.522358320871366,11801.266538581549,137.0323091883156,2413.01904296875,9316.0,0.9007433292766412,val_loss,0.9007433292766412,0.9007433292766412,0,2881,True
1,0.881062029861237,0.46211999002165244,0.0,0.0,0.40749590643136885,0.0,0.0,0.0,4.189420322770255,0.0,2881,2881,1835541,21312.51001739502,391.20354257302824,7.364452737444695,4692.035731392562,54.47933798660959,6147.44580078125,6962.0,0.8666796192216376,0.4547351046445935,0.0,0.0,0.4038984617897465,0.0,0.0,0.0,4.119445081645002,0.0,384,274276,3184.7999968528748,24.35642987594474,15.765857391901749,11260.92786984699,130.75807961487385,2413.01904296875,6962.0,0.8666796192216376,val_loss,0.8666796192216376,0.8666796192216376,1,5762,True
2,0.8567693396932091,0.4525976900485852,0.0,0.0,0.41559088918765447,0.0,0.0,0.0,4.041716428048823,0.0,2881,2881,1835541,21312.51002550125,392.75369263789617,7.335386156779362,4673.516848872248,54.264314823770654,6147.44580078125,6962.0,0.851069312232236,0.4390018109503823,0.0,0.0,0.3834806814217397,0.0,0.0,0.0,4.120674942154437,0.0,384,274276,3184.7999968528748,23.00139560608659,16.69463916782452,11924.319928109995,138.46116346132138,2413.01904296875,6962.0,0.851069312232236,val_loss,0.851069312232236,0.851069312232236,2,8643,True
3,0.8364050461781682,0.4362718920814664,0.0,0.0,0.3895343674874694,0.0,0.0,0.0,4.00133145943734,0.0,2881,2881,1835541,21312.510028362274,392.48376996198203,7.340430918402227,4676.73096438561,54.301634002411646,6147.44580078125,6962.0,0.8298022878977159,0.43776893423637375,0.0,0.0,0.44797076623581233,0.0,0.0,0.0,3.9203334567913166,0.0,384,274276,3184.7999968528748,22.973640674026683,16.714808307859496,11938.725946475184,138.62844126632115,2413.01904296875,6962.0,0.8298022878977159,val_loss,0.8298022878977159,0.8298022878977159,3,11524,True
4,0.8207733744922838,0.4326030304522895,0.0,0.0,0.37647072351946576,0.0,0.0,0.0,3.8817033673462378,0.0,2881,2881,1835541,21312.51003217697,389.13575243006926,7.403585977409614,4716.968277875883,54.7688304122274,6147.44580078125,6962.0,0.8144809195461372,0.43152612189684686,0.0,0.0,0.35252119987490005,0.0,0.0,0.0,3.829547891703745,0.0,384,274276,3184.7999968528748,22.84108985599596,16.811807248295427,12008.008450087178,139.4329262277667,2413.01904296875,6962.0,0.8144809195461372,val_loss,0.8144809195461372,0.8144809195461372,4,14405,True
5,0.8065272514003302,0.42940166151019815,0.0,0.0,0.36136433267636187,0.0,0.0,0.0,3.7712558329167445,0.0,2881,2881,1835541,21312.510053157806,388.64163714204915,7.412998826337771,4722.965386565379,54.83846303726857,6147.44580078125,6962.0,0.8026077669734756,0.41097554911781725,0.0,0.0,0.3883973513572225,0.0,0.0,0.0,3.916322100752344,0.0,384,274276,3184.7999968528748,22.54276787501294,17.034287986686707,12166.917634990843,141.27812584997602,2413.01904296875,6962.0,0.8026077669734756,val_loss,0.8026077669734756,0.8026077669734756,5,17286,True
6,0.7976005915882106,0.41843712483414736,0.0,0.0,0.3627477496781919,0.0,0.0,0.0,3.7916345969126977,0.0,2881,2881,1835541,21312.51007270813,391.9827919739764,7.349812438172716,4682.708112660876,54.37103492574506,6147.44580078125,6962.0,0.7916547552061578,0.41990534507203847,0.0,0.0,0.3383399527047004,0.0,0.0,0.0,3.7174940312591693,0.0,384,274276,3184.7999968528748,23.897853694972582,16.068388605156727,11477.013940281162,133.2671978623279,2413.01904296875,6962.0,0.7916547552061578,val_loss,0.7916547552061578,0.7916547552061578,6,20167,True
7,0.7892742199394612,0.41873348913750624,0.0,0.0,0.3653334892500051,0.0,0.0,0.0,3.705407239007933,0.0,2881,2881,1835541,21312.51005268097,395.69302296906244,7.280896636444492,4638.800518207553,53.86122275486092,6147.44580078125,6962.0,0.7852969466087719,0.41830240737181157,0.0,0.0,0.34642121907745604,0.0,0.0,0.0,3.6699453320664666,0.0,384,274276,3184.7999968528748,23.06210324494168,16.650692953784453,11892.930886958813,138.09668454898673,2413.01904296875,6962.0,0.7852969466087719,val_loss,0.7852969466087719,0.7852969466087719,7,23048,True
8,0.7794346068932422,0.40926475030056814,0.0,0.0,0.37704562840589534,0.0,0.0,0.0,3.701698497956679,0.0,2881,2881,1835541,21312.51005601883,390.37205972499214,7.380138839930287,4702.0296516433455,54.59537773024275,6147.44580078125,6962.0,0.7698207626429697,0.395683485189996,0.0,0.0,0.36580643551496905,0.0,0.0,0.0,3.741372702488055,0.0,384,274276,3184.7999968528748,23.591439408948645,16.277090742260604,11626.081615688203,134.99812121022273,2413.01904296875,6962.0,0.7698207626429697,val_loss,0.7698207626429697,0.7698207626429697,8,25929,True
9,0.7740529517629253,0.41071350645197635,0.0,0.0,0.36540094852180494,0.0,0.0,0.0,3.633394384851724,0.0,2881,2881,1835541,21312.5100274086,390.24937316810247,7.382459007202532,4703.507875230664,54.61254134603849,6147.44580078125,6962.0,0.7699929306594034,0.41252221520214033,0.0,0.0,0.33481608570946264,0.0,0.0,0.0,3.574707085111489,0.0,384,274276,3184.7999968528748,23.421165642910637,16.395426506717573,11710.604168115806,135.9795684557179,2413.01904296875,6962.0,0.7698207626429697,val_loss,0.7699929306594034,0.7698207626429697,8,28810,False
