epoch,train_loss,train_diffusion_loss,train_audio_wave_l1,train_audio_mrstft,train_x0,train_x0_loss,train_timbre_proj_mse,train_quant_embed_mse,train_rvq_ce,train_onset_weighted_x0,train_steps,train_batches_per_epoch,train_valid_tokens_seen,train_audio_seconds_seen,train_elapsed_sec,train_steps_per_sec,train_tokens_per_sec,train_audio_seconds_per_sec,train_peak_gpu_mem_allocated_mb,train_peak_gpu_mem_reserved_mb,val_loss,val_diffusion_loss,val_audio_wave_l1,val_audio_mrstft,val_x0,val_x0_loss,val_timbre_proj_mse,val_quant_embed_mse,val_rvq_ce,val_onset_weighted_x0,val_steps,val_valid_tokens_seen,val_audio_seconds_seen,val_elapsed_sec,val_steps_per_sec,val_tokens_per_sec,val_audio_seconds_per_sec,val_peak_gpu_mem_allocated_mb,val_peak_gpu_mem_reserved_mb,best_val_loss,checkpoint_metric_name,checkpoint_metric_value,best_checkpoint_metric_value,best_checkpoint_epoch,global_step,checkpoint_improved
0,0.9749106680589681,0.4905363921449752,0.0,0.0,0.49447582982007265,0.0,0.0,0.0,4.843742668494215,0.0,2881,2881,1835541,21312.51006603241,399.3607222959399,7.214029420412258,4596.198117449821,53.3665653034329,6150.68408203125,9316.0,0.9276400169668099,0.47387055470608175,0.0,0.0,0.4385680171350638,0.0,0.0,0.0,4.537694524973631,0.0,384,274276,3184.7999968528748,24.03463200898841,15.97694526200329,11411.699579898996,132.5087896357985,2413.01904296875,9316.0,0.9276400169668099,val_loss,0.9276400169668099,0.9276400169668099,0,2881,True
1,0.9083828792229414,0.4655578448897805,0.0,0.0,0.4156994926491064,0.0,0.0,0.0,4.4282502586210155,0.0,2881,2881,1835541,21312.51001739502,392.1995202959515,7.345750953050667,4680.1204616846835,54.340989507872735,6147.44580078125,6962.0,0.8942952840588987,0.4577032405262192,0.0,0.0,0.4127308819054936,0.0,0.0,0.0,4.365920351973425,0.0,384,274276,3184.7999968528748,23.249530110973865,16.516462834608024,11797.055626106641,136.98341349916734,2413.01904296875,6962.0,0.8942952840588987,val_loss,0.8942952840588987,0.8942952840588987,1,5762,True
2,0.8829321330390594,0.45577472391195983,0.0,0.0,0.42749985077355995,0.0,0.0,0.0,4.271574014841124,0.0,2881,2881,1835541,21312.51002550125,395.03215145901777,7.29307725803905,4646.561028565865,53.95133015574885,6147.44580078125,6962.0,0.8766958685591817,0.44197719943864894,0.0,0.0,0.3929049934025291,0.0,0.0,0.0,4.347186611810078,0.0,384,274276,3184.7999968528748,23.3828663949389,16.422280892094342,11729.785192604342,136.20229201421637,2413.01904296875,6962.0,0.8766958685591817,val_loss,0.8766958685591817,0.8766958685591817,2,8643,True
3,0.8636687369199314,0.43876994476472286,0.0,0.0,0.40214554723161466,0.0,0.0,0.0,4.2489878417551,0.0,2881,2881,1835541,21312.510028362274,396.36374615097884,7.26857596835458,4630.95078150973,53.770079214671995,6147.44580078125,6962.0,0.8573047192767262,0.4399782399317094,0.0,0.0,0.4676860350858381,0.0,0.0,0.0,4.173264713725075,0.0,384,274276,3184.7999968528748,23.388062461977825,16.418632395234624,11727.179215717115,136.172032293416,2413.01904296875,6962.0,0.8573047192767262,val_loss,0.8573047192767262,0.8573047192767262,3,11524,True
4,0.8488973070870915,0.4350439001260088,0.0,0.0,0.38953431959208057,0.0,0.0,0.0,4.138533992864158,0.0,2881,2881,1835541,21312.51003217697,392.9821279000025,7.331122194781066,4670.800195949542,54.23277171932896,6147.44580078125,6962.0,0.8464884053294858,0.4337768509867601,0.0,0.0,0.3626760275631871,0.0,0.0,0.0,4.127115473306428,0.0,384,274276,3184.7999968528748,23.158853322966024,16.58113183087512,11843.246130325793,137.51976198642757,2413.01904296875,6962.0,0.8464884053294858,val_loss,0.8464884053294858,0.8464884053294858,4,14405,True
5,0.8362020110968127,0.4327634741985024,0.0,0.0,0.37550827597857234,0.0,0.0,0.0,4.034385292656676,0.0,2881,2881,1835541,21312.510053157806,397.953848131001,7.239532959740633,4612.446917200722,53.555230470197685,6147.44580078125,6962.0,0.8363971483583251,0.41490669833729044,0.0,0.0,0.4056556036339316,0.0,0.0,0.0,4.214904433737199,0.0,384,274276,3184.7999968528748,23.92089102801401,16.052913729270934,11465.96084898311,133.13885311057692,2413.01904296875,6962.0,0.8363971483583251,val_loss,0.8363971483583251,0.8363971483583251,5,17286,True
6,0.8297591203618736,0.42239361747333837,0.0,0.0,0.3790692689274824,0.0,0.0,0.0,4.073654954195933,0.0,2881,2881,1835541,21312.51007270813,397.4069379810244,7.249495981717269,4618.794551814403,53.62893305533023,6147.44580078125,6962.0,0.8271359104352692,0.42478712390099344,0.0,0.0,0.3547668720202637,0.0,0.0,0.0,4.023487800421814,0.0,384,274276,3184.7999968528748,23.1084225110244,16.617317768740122,11869.092313382724,137.81987910829886,2413.01904296875,6962.0,0.8271359104352692,val_loss,0.8271359104352692,0.8271359104352692,6,20167,True
7,0.8213435561861357,0.4228709461228875,0.0,0.0,0.381143160886204,0.0,0.0,0.0,3.98472602676286,0.0,2881,2881,1835541,21312.51005268097,398.41949825303163,7.231071804046874,4607.056150736551,53.492638151824686,6147.44580078125,6962.0,0.819008318396906,0.4222807647505154,0.0,0.0,0.36127417932342115,0.0,0.0,0.0,3.967275464286407,0.0,384,274276,3184.7999968528748,23.09947190794628,16.623756661203277,11873.691359396329,137.8732816726124,2413.01904296875,6962.0,0.819008318396906,val_loss,0.819008318396906,0.819008318396906,7,23048,True
8,0.8132908072003222,0.4136628498443193,0.0,0.0,0.393842187690064,0.0,0.0,0.0,3.9962794964655286,0.0,2881,2881,1835541,21312.51005601883,396.134404364042,7.272784106256021,4633.631867817176,53.80120944110911,6147.44580078125,6962.0,0.8086890728833774,0.4001676562184002,0.0,0.0,0.38176954090522486,0.0,0.0,0.0,4.085214073924969,0.0,384,274276,3184.7999968528748,23.088527078041807,16.63163694687136,11879.319935521067,137.93863879180748,2413.01904296875,6962.0,0.8086890728833774,val_loss,0.8086890728833774,0.8086890728833774,8,25929,True
9,0.8075431282013003,0.41494026319154514,0.0,0.0,0.38203391886688964,0.0,0.0,0.0,3.9260285804975945,0.0,2881,2881,1835541,21312.5100274086,389.59803674090654,7.394801124000388,4711.371277316486,54.70384349390859,6147.44580078125,6962.0,0.8058580559057494,0.41718898237256025,0.0,0.0,0.34804971084546804,0.0,0.0,0.0,3.886690678385397,0.0,384,274276,3184.7999968528748,23.671263025025837,16.222201561193664,11586.876446348837,134.54288406519865,2413.01904296875,6962.0,0.8058580559057494,val_loss,0.8058580559057494,0.8058580559057494,9,28810,True
