dataset_index,source_id,beat_index,group,target_count,pred_count,tp,fp,fn,precision,recall,f1,mean_abs_error_sec
0,drummer1/eval_session/1,0,kick,3,7,3,4,0,0.42857142857142855,1.0,0.6,0.005729519924598037
0,drummer1/eval_session/1,0,snare,5,5,2,3,3,0.4,0.4,0.4000000000000001,0.0031611904508673516
0,drummer1/eval_session/1,0,tom,0,8,0,8,0,0.0,1.0,0.0,
0,drummer1/eval_session/1,0,hihat,7,9,7,2,0,0.7777777777777778,1.0,0.8750000000000001,0.022166796941219664
0,drummer1/eval_session/1,0,cymbal,9,8,7,1,2,0.875,0.7777777777777778,0.823529411764706,0.012378779825294953
1,drummer1/eval_session/1,4,kick,4,9,4,5,0,0.4444444444444444,1.0,0.6153846153846153,0.005573734811775354
1,drummer1/eval_session/1,4,snare,7,10,5,5,2,0.5,0.7142857142857143,0.588235294117647,0.008263989781035897
1,drummer1/eval_session/1,4,tom,0,9,0,9,0,0.0,1.0,0.0,
1,drummer1/eval_session/1,4,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.005833347414930638
1,drummer1/eval_session/1,4,cymbal,8,9,7,2,1,0.7777777777777778,0.875,0.823529411764706,0.03043669955511096
2,drummer1/eval_session/1,8,kick,3,8,3,5,0,0.375,1.0,0.5454545454545454,0.005802559127815718
2,drummer1/eval_session/1,8,snare,5,8,4,4,1,0.5,0.8,0.6153846153846154,0.0076103451363361985
2,drummer1/eval_session/1,8,tom,0,10,0,10,0,0.0,1.0,0.0,
2,drummer1/eval_session/1,8,hihat,8,8,7,1,1,0.875,0.875,0.875,0.008267495407616371
2,drummer1/eval_session/1,8,cymbal,8,8,7,1,1,0.875,0.875,0.875,0.019891586760544745
3,drummer1/eval_session/1,16,kick,4,9,4,5,0,0.4444444444444444,1.0,0.6153846153846153,0.007061267408865476
3,drummer1/eval_session/1,16,snare,9,8,4,4,5,0.5,0.4444444444444444,0.47058823529411764,0.012825402428233476
3,drummer1/eval_session/1,16,tom,0,11,0,11,0,0.0,1.0,0.0,
3,drummer1/eval_session/1,16,hihat,8,10,7,3,1,0.7,0.875,0.7777777777777777,0.009057954257655229
3,drummer1/eval_session/1,16,cymbal,8,11,7,4,1,0.6363636363636364,0.875,0.7368421052631579,0.023587333824899446
4,drummer1/eval_session/1,20,kick,4,11,4,7,0,0.36363636363636365,1.0,0.5333333333333333,0.005780031944154159
4,drummer1/eval_session/1,20,snare,7,10,4,6,3,0.4,0.5714285714285714,0.47058823529411764,0.014850342579844869
4,drummer1/eval_session/1,20,tom,0,12,0,12,0,0.0,1.0,0.0,
4,drummer1/eval_session/1,20,hihat,8,8,6,2,2,0.75,0.75,0.75,0.011245598821863448
4,drummer1/eval_session/1,20,cymbal,8,8,5,3,3,0.625,0.625,0.625,0.02617057082307044
