dataset_index,source_id,beat_index,group,target_count,pred_count,tp,fp,fn,precision,recall,f1,mean_abs_error_sec
21,drummer1/eval_session/10,36,hihat,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.0106580773018334
21,drummer1/eval_session/10,36,cymbal,0,9,0,9,0,0.0,1.0,0.0,
22,drummer1/eval_session/10,40,kick,3,15,3,12,0,0.2,1.0,0.33333333333333337,0.004996716975687157
22,drummer1/eval_session/10,40,snare,5,14,2,12,3,0.14285714285714285,0.4,0.21052631578947364,0.007681479886545883
22,drummer1/eval_session/10,40,tom,0,14,0,14,0,0.0,1.0,0.0,
22,drummer1/eval_session/10,40,hihat,8,8,8,0,0,1.0,1.0,1.0,0.004706873493374664
22,drummer1/eval_session/10,40,cymbal,0,8,0,8,0,0.0,1.0,0.0,
23,drummer1/eval_session/10,44,kick,3,12,3,9,0,0.25,1.0,0.4,0.00799246104832563
23,drummer1/eval_session/10,44,snare,4,14,4,10,0,0.2857142857142857,1.0,0.4444444444444445,0.0042086819875266634
23,drummer1/eval_session/10,44,tom,0,15,0,15,0,0.0,1.0,0.0,
23,drummer1/eval_session/10,44,hihat,9,8,8,0,1,1.0,0.8888888888888888,0.9411764705882353,0.010055586663592173
23,drummer1/eval_session/10,44,cymbal,0,8,0,8,0,0.0,1.0,0.0,
24,drummer1/eval_session/10,48,kick,3,15,3,12,0,0.2,1.0,0.33333333333333337,0.01062693224241359
24,drummer1/eval_session/10,48,snare,5,12,3,9,2,0.25,0.6,0.35294117647058826,0.005424751775875684
24,drummer1/eval_session/10,48,tom,0,15,0,15,0,0.0,1.0,0.0,
24,drummer1/eval_session/10,48,hihat,8,8,8,0,0,1.0,1.0,1.0,0.010173877446707379
24,drummer1/eval_session/10,48,cymbal,0,8,0,8,0,0.0,1.0,0.0,
25,drummer1/eval_session/10,52,kick,3,13,3,10,0,0.23076923076923078,1.0,0.375,0.006328960259276689
