epoch,train_loss,train_diffusion_loss,train_audio_wave_l1,train_audio_mrstft,train_x0,train_x0_loss,train_timbre_proj_mse,train_quant_embed_mse,train_rvq_ce,train_onset_weighted_x0,train_steps,train_batches_per_epoch,train_valid_tokens_seen,train_audio_seconds_seen,train_elapsed_sec,train_steps_per_sec,train_tokens_per_sec,train_audio_seconds_per_sec,train_peak_gpu_mem_allocated_mb,train_peak_gpu_mem_reserved_mb,val_loss,val_diffusion_loss,val_audio_wave_l1,val_audio_mrstft,val_x0,val_x0_loss,val_timbre_proj_mse,val_quant_embed_mse,val_rvq_ce,val_onset_weighted_x0,val_steps,val_valid_tokens_seen,val_audio_seconds_seen,val_elapsed_sec,val_steps_per_sec,val_tokens_per_sec,val_audio_seconds_per_sec,val_peak_gpu_mem_allocated_mb,val_peak_gpu_mem_reserved_mb,best_val_loss,checkpoint_metric_name,checkpoint_metric_value,best_checkpoint_metric_value,best_checkpoint_epoch,global_step,checkpoint_improved
0,0.9627897404043759,0.476079776852092,0.0,0.0,0.5511102001417101,0.0,0.0,0.0,4.867099552012202,0.0,2881,2881,1835541,21312.51006603241,422.55234351195395,6.818090218255994,4343.937569353637,50.43756209916626,6150.68408203125,9316.0,0.9060012384628257,0.4670427182572894,0.0,0.0,0.5824412459866531,0.0,0.0,0.0,4.3895851373672485,0.0,384,274276,3184.7999968528748,25.788306768983603,14.8904696783679,10635.673076833422,123.49783277292686,2413.01904296875,9316.0,0.9060012384628257,val_loss,0.9060012384628257,0.9060012384628257,0,2881,True
1,0.8845081876152632,0.43905983403640586,0.0,0.0,0.5204551983204454,0.0,0.0,0.0,4.45448345471405,0.0,2881,2881,1835541,21312.51001739502,425.02239767462015,6.778466301452603,4318.692403135929,50.14443976129232,6147.44580078125,6962.0,0.8724996436697742,0.4413459245600582,0.0,0.0,0.4055874133046018,0.0,0.0,0.0,4.31153711816296,0.0,384,274276,3184.7999968528748,26.60260969772935,14.434674055033634,10310.116304995847,119.71757782563384,2413.01904296875,6962.0,0.8724996436697742,val_loss,0.8724996436697742,0.8724996436697742,1,5762,True
2,0.8595204253198372,0.4312585561094351,0.0,0.0,0.4707651903121598,0.0,0.0,0.0,4.282618620016226,0.0,2881,2881,1835541,21312.51002550125,423.26822840608656,6.806558599612036,4336.590551367746,50.352255603399264,6147.44580078125,6962.0,0.8485618208845457,0.42197188523520407,0.0,0.0,0.41170467768097296,0.0,0.0,0.0,4.265899291572471,0.0,384,274276,3184.7999968528748,26.889264138415456,14.280792439068529,10200.20475785927,118.4413221744844,2413.01904296875,6962.0,0.8485618208845457,val_loss,0.8485618208845457,0.8485618208845457,2,8643,True
3,0.8416951086445841,0.4219052382524706,0.0,0.0,0.516125733300485,0.0,0.0,0.0,4.197898625810293,0.0,2881,2881,1835541,21312.510028362274,427.8963889442384,6.7329383337596695,4289.685651540283,49.80764170725364,6147.44580078125,6962.0,0.8304112328526875,0.4235717841996423,0.0,0.0,0.5028279379718393,0.0,0.0,0.0,4.06839441228658,0.0,384,274276,3184.7999968528748,26.28694711998105,14.608010517437249,10433.92367885578,121.15518710927321,2413.01904296875,6962.0,0.8304112328526875,val_loss,0.8304112328526875,0.8304112328526875,3,11524,True
4,0.8251990286561608,0.4147678011610033,0.0,0.0,0.43797160293719434,0.0,0.0,0.0,4.10431220642356,0.0,2881,2881,1835541,21312.51003217697,429.96339448168874,6.700570413611561,4269.063421579653,49.568196515586465,6147.44580078125,6962.0,0.814941794766734,0.3969942913002645,0.0,0.0,0.5679530069513324,0.0,0.0,0.0,4.179474952785919,0.0,384,274276,3184.7999968528748,26.71910587325692,14.371738404028877,10265.163860686,119.19560527062892,2413.01904296875,6962.0,0.814941794766734,val_loss,0.814941794766734,0.814941794766734,4,14405,True
5,0.8121715686007616,0.40417201972331535,0.0,0.0,0.47043594839655867,0.0,0.0,0.0,4.079995409176607,0.0,2881,2881,1835541,21312.510053157806,430.5131938159466,6.6920132562341115,4263.611490580082,49.50489406433697,6147.44580078125,6962.0,0.8001126147185763,0.40476104360035,0.0,0.0,0.3926388604110495,0.0,0.0,0.0,3.953515656447659,0.0,384,274276,3184.7999968528748,26.00192099995911,14.768139630937416,10548.297566184872,122.48325794305286,2413.01904296875,6962.0,0.8001126147185763,val_loss,0.8001126147185763,0.8001126147185763,5,17286,True
6,0.8010349768559497,0.40018779510830643,0.0,0.0,0.4849304891146489,0.0,0.0,0.0,4.0084717411500055,0.0,2881,2881,1835541,21312.51007270813,443.40440038219094,6.497454688128335,4139.654451822899,48.06562599364797,6147.44580078125,6962.0,0.7994881385626892,0.3978681396498966,0.0,0.0,0.562131615205241,0.0,0.0,0.0,4.016199907443176,0.0,384,274276,3184.7999968528748,32.94641595520079,11.655289016023707,8324.911588955516,96.66605318112408,2413.01904296875,6962.0,0.7994881385626892,val_loss,0.7994881385626892,0.7994881385626892,6,20167,True
7,0.7927466285017702,0.395193774064344,0.0,0.0,0.4282315615545189,0.0,0.0,0.0,3.9755284713192642,0.0,2881,2881,1835541,21312.51005268097,527.7906584851444,5.458603621877273,3477.782280702614,40.38061248346412,6147.44580078125,6962.0,0.7881329907104373,0.38387415243293316,0.0,0.0,0.40215136657934636,0.0,0.0,0.0,4.042588300692539,0.0,384,274276,3184.7999968528748,32.69432607665658,11.745157220847936,8389.100890378355,97.4113976041485,2413.01904296875,6962.0,0.7881329907104373,val_loss,0.7881329907104373,0.7881329907104373,7,23048,True
8,0.7852179705372538,0.3933771633262158,0.0,0.0,0.4468885153746675,0.0,0.0,0.0,3.9184079996126884,0.0,2881,2881,1835541,21312.51005601883,538.0589361563325,5.35443202668588,3411.4125361662714,39.609991812916384,6147.44580078125,6962.0,0.7806693490905067,0.391661552527997,0.0,0.0,0.37960095891321544,0.0,0.0,0.0,3.890077879962822,0.0,384,274276,3184.7999968528748,32.675692385062575,11.751855032627937,8393.884872211094,97.466947580544,2413.01904296875,6962.0,0.7806693490905067,val_loss,0.7806693490905067,0.7806693490905067,8,25929,True
9,0.77640287177259,0.38586754067188356,0.0,0.0,0.43032312523399074,0.0,0.0,0.0,3.9053532418506256,0.0,2881,2881,1835541,21312.5100274086,559.7057781144977,5.147347253954274,3279.4748093962107,38.078059689154664,6147.44580078125,6962.0,0.7732878395666679,0.38195980796202395,0.0,0.0,0.458262654186304,0.0,0.0,0.0,3.9132802627670267,0.0,384,274276,3184.7999968528748,38.044245006516576,10.093510856483677,7209.395269981555,83.71305558323873,2413.01904296875,6962.0,0.7732878395666679,val_loss,0.7732878395666679,0.7732878395666679,9,28810,True
