epoch,train_loss,train_diffusion_loss,train_audio_wave_l1,train_audio_mrstft,train_x0,train_x0_loss,train_timbre_proj_mse,train_quant_embed_mse,train_rvq_ce,train_onset_weighted_x0,train_steps,train_batches_per_epoch,train_valid_tokens_seen,train_audio_seconds_seen,train_elapsed_sec,train_steps_per_sec,train_tokens_per_sec,train_audio_seconds_per_sec,train_peak_gpu_mem_allocated_mb,train_peak_gpu_mem_reserved_mb,val_loss,val_diffusion_loss,val_audio_wave_l1,val_audio_mrstft,val_x0,val_x0_loss,val_timbre_proj_mse,val_quant_embed_mse,val_rvq_ce,val_onset_weighted_x0,val_steps,val_valid_tokens_seen,val_audio_seconds_seen,val_elapsed_sec,val_steps_per_sec,val_tokens_per_sec,val_audio_seconds_per_sec,val_peak_gpu_mem_allocated_mb,val_peak_gpu_mem_reserved_mb,best_val_loss,checkpoint_metric_name,checkpoint_metric_value,best_checkpoint_metric_value,best_checkpoint_epoch,global_step,checkpoint_improved
0,0.46502017437007453,0.46502017437007453,0.0,0.0,0.4069833537952891,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.510038375854,464.99594772199634,6.195752918093046,3947.434400218475,45.83375434299011,6114.1337890625,9026.0,0.44448343060018186,0.44448343060018186,0.0,0.0,0.3817665951246454,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.46545562101528,15.079251112362007,10770.512182536984,125.0635387895683,2372.8408203125,9026.0,0.44448343060018186,val_loss,0.44448343060018186,0.44448343060018186,0,2881,True
1,0.4359078909303115,0.4359078909303115,0.0,0.0,0.37400639338334146,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.510011196136,490.652128484915,5.871777238379138,3741.0232085774664,43.43710905118673,6107.9775390625,6840.0,0.4235973962349817,0.4235973962349817,0.0,0.0,0.36508414891310775,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.24874379299581,15.208677435529465,10862.956282050207,126.13696835627766,2372.8408203125,6840.0,0.4235973962349817,val_loss,0.4235973962349817,0.4235973962349817,1,5762,True
2,0.41804928261449215,0.41804928261449215,0.0,0.0,0.36527240875425027,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.51003217697,480.8539179790532,5.9914246141704535,3817.2528732103606,44.3222135357653,6107.9775390625,6840.0,0.4334389359961885,0.4334389359961885,0.0,0.0,0.3325462273872593,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.68511755601503,14.950291707349946,10678.401584179983,123.99398172530643,2372.8408203125,6840.0,0.4235973962349817,val_loss,0.4334389359961885,0.4235973962349817,1,8643,False
3,0.41132099942400524,0.41132099942400524,0.0,0.0,0.3430067921826388,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.510051250458,505.9994976510061,5.693681541927261,3627.5549847798356,42.11962689723845,6107.9775390625,6840.0,0.3971771572347886,0.3971771572347886,0.0,0.0,0.34478181380715495,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.65841436595656,14.965850754576987,10689.514795735307,124.12302457311819,2372.8408203125,6840.0,0.3971771572347886,val_loss,0.3971771572347886,0.3971771572347886,3,11524,True
4,0.40806154021766994,0.40806154021766994,0.0,0.0,0.3390823876370793,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.51006603241,491.73396433796734,5.858859076124132,3732.7927967538926,43.34154565614748,6107.9775390625,6840.0,0.41018381460162345,0.41018381460162345,0.0,0.0,0.30499498836676747,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.434026037924923,15.097884991837859,10783.821625055522,125.21808352731843,2372.8408203125,6840.0,0.3971771572347886,val_loss,0.41018381460162345,0.3971771572347886,3,14405,False
5,0.3970474493177462,0.3970474493177462,0.0,0.0,0.3229158448313351,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.51003551483,485.487736843992,5.9342384603337335,3780.818465018897,43.899172766053724,6107.9775390625,6840.0,0.39701747909809154,0.39701747909809154,0.0,0.0,0.3017658775570453,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.218264125054702,15.227059170123077,10876.085627460096,126.28942186741278,2372.8408203125,6840.0,0.39701747909809154,val_loss,0.39701747909809154,0.39701747909809154,5,17286,True
6,0.38784417283045003,0.38784417283045003,0.0,0.0,0.33590404220757486,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.510053157806,483.40066492790356,5.959859406543607,3797.1420669720437,44.08870653154034,6107.9775390625,6840.0,0.3771876900476248,0.3771876900476248,0.0,0.0,0.3349778502561094,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.874099700013176,14.84109609424611,10600.407480066266,123.08834061002142,2372.8408203125,6840.0,0.3771876900476248,val_loss,0.3771876900476248,0.3771876900476248,6,20167,True
7,0.38422527838354825,0.38422527838354825,0.0,0.0,0.32835636524039397,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.5100274086,495.9089053439675,5.809534712835433,3701.367287862778,42.976663249525686,6107.9775390625,6840.0,0.37960890047058155,0.37960890047058155,0.0,0.0,0.3200755965602487,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.630652802065015,14.982060853676806,10701.093027872552,124.25746708239446,2372.8408203125,6840.0,0.3771876900476248,val_loss,0.37960890047058155,0.3771876900476248,6,23048,False
8,0.3823080343914861,0.3823080343914861,0.0,0.0,0.3229102268805343,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.51005268097,496.3290496820118,5.804616920661403,3698.234067048855,42.94028339936071,6107.9775390625,6840.0,0.3760402381255214,0.3760402381255214,0.0,0.0,0.3153661742847665,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,25.459947242983617,15.082513578492378,10772.842432954623,125.09059686801034,2372.8408203125,6840.0,0.3760402381255214,val_loss,0.3760402381255214,0.3760402381255214,8,25929,True
9,0.37590144393808494,0.37590144393808494,0.0,0.0,0.33714661145316427,0.0,0.0,0.0,0.0,0.0,2881,2881,1835541,21312.510041236877,483.5869169019861,5.957563985511882,3795.6796096947123,44.07172588078208,6107.9775390625,6840.0,0.3692187463651256,0.3692187463651256,0.0,0.0,0.3219791025973488,0.0,0.0,0.0,0.0,0.0,384,274276,3184.7999968528748,26.164819880970754,14.676195049188049,10482.625190914327,121.72069256892259,2372.8408203125,6840.0,0.3692187463651256,val_loss,0.3692187463651256,0.3692187463651256,9,28810,True
