epoch,train_loss,train_mse,train_tokens,val_loss,val_mse,val_tokens,best_val_loss,elapsed_sec,checkpoint_improved
0,0.672600041449776,0.9860621333313062,1835541,0.6707979229640192,0.9846763467728369,274276,0.6707979229640192,372.08374309539795,True
1,0.6656386594079932,0.9707978679530972,1835541,0.6684969363054171,0.9788680026351246,274276,0.6684969363054171,164.59971928596497,True
2,0.6622773215191341,0.9633914005265907,1835541,0.6674522366313067,0.9773994514245419,274276,0.6674522366313067,164.0803759098053,True
3,0.6596016562750926,0.9575999977519759,1835541,0.6648793752797173,0.9717315149729888,274276,0.6648793752797173,167.3660707473755,True
4,0.6573000768723937,0.9526809998030292,1835541,0.6635000193815244,0.9684489521678964,274276,0.6635000193815244,160.32352805137634,True
5,0.6554249219933536,0.9486691998942726,1835541,0.6625012019847857,0.9667783820076615,274276,0.6625012019847857,163.3430573940277,True
6,0.654053251006243,0.9457478507335065,1835541,0.660825132665853,0.9626928738881682,274276,0.660825132665853,160.00104236602783,True
7,0.6525705252989737,0.9426335070380911,1835541,0.6607803102096393,0.9628356387700862,274276,0.6607803102096393,159.33294701576233,True
8,0.6513770882292661,0.9401319628508927,1835541,0.6607053373298812,0.9625520369608143,274276,0.6607053373298812,160.10684394836426,True
9,0.6503063223246992,0.9378564690183319,1835541,0.660101598680361,0.9617857690065255,274276,0.660101598680361,172.03055548667908,True
10,0.6491516166466434,0.9354510328364597,1835541,0.6595877852158795,0.9604294929051386,274276,0.6595877852158795,162.04704666137695,True
11,0.6480716296648308,0.9332106809457984,1835541,0.6596310047879392,0.9603770779488334,274276,0.6595877852158795,162.33139896392822,False
12,0.6470913954740499,0.9311649312756579,1835541,0.6595562889646751,0.961007480954249,274276,0.6595562889646751,165.3249819278717,True
13,0.645860651032096,0.9286362897700825,1835541,0.6592687956037944,0.960272638797221,274276,0.6592687956037944,165.09650540351868,True
14,0.6449255395316582,0.926693440128352,1835541,0.6580112777339268,0.9573671992879974,274276,0.6580112777339268,164.65638303756714,True
15,0.643925907879351,0.9246933027039168,1835541,0.6582139259996305,0.9574453090835235,274276,0.6580112777339268,166.149817943573,False
16,0.6429072888722284,0.9226092087027457,1835541,0.6575664239301081,0.9564656013588843,274276,0.6575664239301081,168.75865960121155,True
17,0.6419614471299143,0.9207853357056986,1835541,0.6578655077177128,0.9576505751652501,274276,0.6575664239301081,168.24467730522156,False
18,0.6409281840719286,0.9187363111158028,1835541,0.6572559258971441,0.9560335139737206,274276,0.6572559258971441,167.38774061203003,True
19,0.639908893314584,0.9167710972109746,1835541,0.658471473918391,0.9593277952891549,274276,0.6572559258971441,166.22535848617554,False
20,0.6389167790595357,0.9148495880230615,1835541,0.6589306809488282,0.9605365881945469,274276,0.6572559258971441,165.79091930389404,False
21,0.6378616017639586,0.9128355900690378,1835541,0.6593466840235547,0.9618365322264077,274276,0.6572559258971441,166.83970642089844,False
22,0.6367260432116295,0.9106043568572435,1835541,0.6588193704445238,0.9607847428812626,274276,0.6572559258971441,161.3354823589325,False
23,0.6355729863959338,0.9083906894856594,1835541,0.6606454470973724,0.965680184404079,274276,0.6572559258971441,160.27335715293884,False
24,0.6342913946969615,0.9058905181586429,1835541,0.6592189769507198,0.9620551060425622,274276,0.6572559258971441,161.01633596420288,False
25,0.6330743404087927,0.9035023305995419,1835541,0.6605910775135354,0.9660955503723992,274276,0.6572559258971441,170.83425331115723,False
26,0.6316705537420318,0.9007470094336153,1835541,0.6605795697693604,0.9663796404507532,274276,0.6572559258971441,160.2526285648346,False
27,0.6302944025575823,0.8979914336820478,1835541,0.661753797981755,0.9697339249681829,274276,0.6572559258971441,160.85081458091736,False
28,0.628806028115516,0.8950426023463072,1835541,0.6626247398142486,0.9719251556978735,274276,0.6572559258971441,161.5384168624878,False
29,0.6272843036738315,0.8920110816631077,1835541,0.6639595624385902,0.9756714151203385,274276,0.6572559258971441,170.72506093978882,False
30,0.6256776904318901,0.8888163351516701,1835541,0.6646271374920716,0.9775627949810964,274276,0.6572559258971441,160.84589338302612,False
31,0.6240805218124335,0.8856331667468403,1835541,0.6661309844387663,0.9818976939204352,274276,0.6572559258971441,161.54306650161743,False
32,0.6224428949042805,0.8823374051037992,1835541,0.6673500975101839,0.9852658211302602,274276,0.6572559258971441,163.40620493888855,False
33,0.6208068092524418,0.8790902255765908,1835541,0.6690332265952558,0.9894837084756413,274276,0.6572559258971441,180.4568350315094,False
34,0.6190128803520001,0.8754367195930088,1835541,0.6684661586511881,0.9885484312733617,274276,0.6572559258971441,220.63568830490112,False
35,0.6172277468330097,0.8718546119124669,1835541,0.6696012764354208,0.9917629055440774,274276,0.6572559258971441,217.61268305778503,False
36,0.6154007602212666,0.8682217747026536,1835541,0.6707921791189057,0.9948779404520629,274276,0.6572559258971441,249.6809937953949,False
37,0.6136471667205752,0.8646806819296557,1835541,0.671287526451995,0.9961665137066048,274276,0.6572559258971441,252.2705101966858,False
38,0.61186177685694,0.8610979485399594,1835541,0.6733292835383482,1.0019376963011037,274276,0.6572559258971441,223.41708493232727,False
