model,n_seeds,mel_mae_db_mean,mel_mae_db_std,onset_flux_cosine_mean,onset_flux_cosine_std,band_balance_l1_mean,band_balance_l1_std,fad_inf_mean,fad_inf_std
diffusion_pca_25steps,5,5.656333726441592,0.02306591503222998,0.8499233331078881,0.0009388964058167773,0.03377983816084729,0.0005163181570716872,0.019897362630210576,0.00023668827878982966
diffusion_pca_rvq_ce_12steps,5,5.40112881408698,0.020201306778285022,0.8639810742009921,0.0005767001704392495,0.03358433915958413,0.0005238927963016888,0.020464192157501955,0.00025172874763281633
